Station|Coordinates|Create_Timestamp|City|Conditions|Conditions_Description|Temperature|Min_Temperature|Max_Temperature|Pressure|Humidity|Wind_Speed|Wind_Degrees|Source_Date_Time|City_Id|Update_Timestamp|Record_Delete_Flag
ABX|-36.08,146.92|2017-12-11T03:58:43Z|Albury|Clear|clear sky|+14.8|+14.0|+16.0|1017.0|77|0.77|214.5|1512921600|2178174|2017-12-11T04:18:29Z|1
ABX|-36.08,146.92|2017-12-11T04:18:29Z|Albury|Clear|clear sky|+14.78|+14.0|+16.0|1017.0|77|0.77|214.5|1512921600|2178174|1900-01-01T00:00:00Z|0
HBA|-42.88,147.33|2017-12-11T02:47:21Z|Hobart|Clouds|broken clouds|+16.0|+16.0|+16.0|1017.0|55|5.7|330.0|1512918000|2163355|1900-01-01T00:00:00Z|0
SHT|-36.38,145.4|2017-12-11T02:47:21Z|Shepparton|Clouds|few clouds|+16.39|+16.39|+16.39|1016.36|65|4.47|177.0|1512920820|2149645|1900-01-01T00:00:00Z|0
MBH|-25.53,152.7|2017-12-10T15:54:36Z|Maryborough|Clouds|scattered clouds|+26.99|+26.99|+26.99|1009.02|54|2.66|124.0|1512881659|2158562|1900-01-01T00:00:00Z|0
DPO|-41.17,146.35|2017-12-11T04:10:51Z|Devonport|Clouds|few clouds|+8.38|+8.38|+8.38|993.09|89|2.02|253.5|1512925814|2168943|1900-01-01T00:00:00Z|0
BDB|-24.85,152.35|2017-12-10T19:35:44Z|Bundaberg|Clear|clear sky|+25.26|+25.26|+25.26|1029.72|96|9.08|126.0|1512894828|2173323|1900-01-01T00:00:00Z|0
ISA|-20.73,139.5|2017-12-11T02:47:21Z|Mount Isa|Clear|clear sky|+22.0|+22.0|+22.0|1011.0|20|2.1|250.0|1512918000|2065594|1900-01-01T00:00:00Z|0
WOL|-34.43,150.88|2017-12-11T04:10:51Z|Wollongong|Clear|clear sky|+17.0|+15.0|+20.0|1019.0|82|2.1|360.0|1512923400|2171507|1900-01-01T00:00:00Z|0
WOL|-34.43,150.88|2017-12-11T03:58:43Z|Wollongong|Clear|clear sky|+17.06|+15.0|+20.0|1019.0|82|2.1|360.0|1512923400|2171507|2017-12-11T04:18:29Z|1
WOL|-34.43,150.88|2017-12-11T04:18:29Z|Wollongong|Clear|clear sky|+17.0|+15.0|+20.0|1019.0|82|2.1|360.0|1512923400|2171507|1900-01-01T00:00:00Z|0
WGA|-35.12,147.37|2017-12-10T19:35:44Z|Wagga Wagga|Clear|clear sky|+29.0|+29.0|+29.0|1018.0|30|4.6|210.0|1512892800|2145110|1900-01-01T00:00:00Z|0
SHT|-36.38,145.4|2017-12-10T14:59:49Z|Shepparton|Clear|clear sky|+25.3|+25.3|+25.3|1018.26|65|2.77|243.5|1512877834|2149645|1900-01-01T00:00:00Z|0
CBR|-35.28,149.13|2017-12-11T03:58:43Z|Canberra|Clear|clear sky|+14.0|+14.0|+14.0|1020.0|93|1.42|158.0|1512923400|2172517|1900-01-01T00:00:00Z|0
NTL|-32.93,151.78|2017-12-11T03:58:43Z|Newcastle|Clear|clear sky|+16.0|+16.0|+16.0|1019.0|87|2.42|7.0|1512923400|2155472|1900-01-01T00:00:00Z|0
GUL|-34.75,149.72|2017-12-11T00:35:54Z|Goulburn|Clear|clear sky|+13.77|+13.77|+13.77|971.13|82|0.67|54.0|1512912935|2164837|1900-01-01T00:00:00Z|0
GLT|-23.85,151.25|2017-12-11T00:35:54Z|Gladstone|Clouds|few clouds|+21.44|+21.44|+21.44|1014.74|86|4.92|131.0|1512912937|2165478|1900-01-01T00:00:00Z|0
TSV|-19.25,146.8|2017-12-11T02:47:21Z|Townsville|Clouds|broken clouds|+26.0|+26.0|+26.0|1013.0|69|4.1|130.0|1512918000|2146142|1900-01-01T00:00:00Z|0
DPO|-41.17,146.35|2017-12-10T15:54:36Z|Devonport|Clear|clear sky|+20.46|+20.46|+20.46|993.46|55|5.56|257.0|1512881644|2168943|1900-01-01T00:00:00Z|0
CES|-32.83,151.35|2017-12-10T19:35:44Z|Cessnock|Clear|clear sky|+23.0|+23.0|+23.0|1020.0|60|5.7|90.0|1512892800|2171845|1900-01-01T00:00:00Z|0
ARM|-30.52,151.65|2017-12-10T14:59:49Z|Armidale|Clear|clear sky|+20.1|+20.1|+20.1|929.82|76|3.07|104.0|1512877833|2177671|1900-01-01T00:00:00Z|0
ARM|-30.52,151.65|2017-12-11T02:47:21Z|Armidale|Clear|clear sky|+8.02|+8.02|+8.02|928.98|92|1.22|110.5|1512920819|2177671|1900-01-01T00:00:00Z|0
RBU|-20.78,117.13|2017-12-11T03:58:43Z|Roebourne|Clear|clear sky|+21.71|+21.71|+21.71|1011.08|81|4.22|243.0|1512925101|2062276|1900-01-01T00:00:00Z|0
ADL|-34.93,138.6|2017-12-10T14:59:49Z|Adelaide|Clouds|few clouds|+22.0|+22.0|+22.0|1022.0|60|6.7|220.0|1512874800|2078025|1900-01-01T00:00:00Z|0
CNS|-16.92,145.77|2017-12-11T00:48:03Z|Cairns|Clouds|few clouds|+26.0|+26.0|+26.0|1013.0|78|4.6|160.0|1512912600|2172797|1900-01-01T00:00:00Z|0
GFF|-34.28,146.03|2017-12-11T00:48:03Z|Griffith|Clear|clear sky|+17.22|+17.22|+17.22|1016.85|65|2.22|221.0|1512913656|2164422|1900-01-01T00:00:00Z|0
GEX|-38.15,144.36|2017-12-11T00:35:54Z|Geelong|Clear|clear sky|+16.35|+16.0|+17.0|1023.0|77|4.1|190.0|1512910800|2165798|1900-01-01T00:00:00Z|0
PER|-31.93,115.83|2017-12-10T19:35:44Z|Perth|Rain|light rain|+33.28|+31.0|+35.0|1009.0|24|5.7|240.0|1512892800|2063523|1900-01-01T00:00:00Z|0
WMB|-38.38,142.48|2017-12-11T02:47:21Z|Warrnambool|Clear|clear sky|+14.47|+14.47|+14.47|1033.71|96|2.97|240.5|1512920835|2144528|1900-01-01T00:00:00Z|0
TRO|-31.9,152.47|2017-12-10T18:57:36Z|Taree|Clear|clear sky|+23.0|+23.0|+23.0|1020.0|60|5.1|110.0|1512889200|2147381|1900-01-01T00:00:00Z|0
MQL|-34.2,142.15|2017-12-10T19:35:44Z|Mildura|Clear|clear sky|+24.43|+24.43|+24.43|1026.55|50|2.58|218.0|1512894820|2157698|1900-01-01T00:00:00Z|0
RBU|-20.78,117.13|2017-12-10T18:57:36Z|Roebourne|Clear|clear sky|+33.91|+33.91|+33.91|1009.69|31|5.48|332.5|1512892395|2062276|1900-01-01T00:00:00Z|0
ALH|-35.02,117.89|2017-12-10T19:35:44Z|Albany|Clouds|scattered clouds|+31.61|+31.61|+31.61|1012.2|28|5.73|188.5|1512894823|2077963|1900-01-01T00:00:00Z|0
GLT|-23.85,151.25|2017-12-10T15:54:36Z|Gladstone|Rain|light rain|+26.46|+26.46|+26.46|1013.89|76|6.56|100.5|1512881652|2165478|1900-01-01T00:00:00Z|0
BXG|-36.77,144.28|2017-12-11T00:48:03Z|Bendigo|Clear|clear sky|+15.49|+15.49|+15.49|1013.44|74|3.87|170.0|1512913657|2176187|1900-01-01T00:00:00Z|0
RBU|-20.78,117.13|2017-12-11T04:10:51Z|Roebourne|Clear|clear sky|+21.71|+21.71|+21.71|1011.08|81|4.22|243.0|1512925830|2062276|1900-01-01T00:00:00Z|0
ONG|-38.22,145.03|2017-12-10T18:57:36Z|Mornington|Clear|clear sky|+20.67|+20.0|+21.0|1021.0|68|6.7|180.0|1512889200|2156878|1900-01-01T00:00:00Z|0
MBH|-25.53,152.7|2017-12-11T02:47:21Z|Maryborough|Clouds|scattered clouds|+20.47|+20.47|+20.47|1009.63|77|2.12|140.5|1512920831|2158562|1900-01-01T00:00:00Z|0
DPO|-41.17,146.35|2017-12-11T03:58:43Z|Devonport|Clouds|few clouds|+8.38|+8.38|+8.38|993.09|89|2.02|253.5|1512925086|2168943|1900-01-01T00:00:00Z|0
OOL|-28.0,153.43|2017-12-10T14:59:49Z|Gold Coast|Clouds|broken clouds|+27.0|+27.0|+27.0|1018.0|54|9.8|150.0|1512874800|2165087|1900-01-01T00:00:00Z|0
WYA|-33.03,137.58|2017-12-11T02:47:21Z|Whyalla|Clear|clear sky|+20.0|+20.0|+20.0|1020.0|72|3.6|180.0|1512918000|2058430|1900-01-01T00:00:00Z|0
TWB|-27.55,151.97|2017-12-10T14:59:49Z|Toowoomba|Clouds|scattered clouds|+27.0|+27.0|+27.0|1018.0|39|5.7|80.0|1512874800|2146268|1900-01-01T00:00:00Z|0
SHT|-36.38,145.4|2017-12-11T04:10:51Z|Shepparton|Clear|clear sky|+14.38|+14.38|+14.38|1016.11|80|4.17|183.0|1512925819|2149645|1900-01-01T00:00:00Z|0
BHS|-33.42,149.58|2017-12-11T01:54:21Z|Bathurst|Clouds|few clouds|+12.39|+12.39|+12.39|938.95|90|0.92|106.5|1512917632|2176632|1900-01-01T00:00:00Z|0
DRW|-12.46,130.84|2017-12-10T19:35:44Z|Darwin|Clouds|scattered clouds|+33.0|+33.0|+33.0|1007.0|49|5.7|30.0|1512891000|2073124|1900-01-01T00:00:00Z|0
GFF|-34.28,146.03|2017-12-10T18:57:36Z|Griffith|Clear|clear sky|+25.68|+25.68|+25.68|1017.88|39|2.53|226.0|1512892379|2164422|1900-01-01T00:00:00Z|0
DPO|-41.17,146.35|2017-12-11T01:54:21Z|Devonport|Clouds|few clouds|+10.37|+10.37|+10.37|993.58|84|2.67|258.0|1512917636|2168943|1900-01-01T00:00:00Z|0
CUD|-26.8,153.13|2017-12-11T03:58:43Z|Caloundra|Rain|shower rain|+20.0|+20.0|+20.0|1017.0|82|3.1|190.0|1512921600|2172710|1900-01-01T00:00:00Z|0
CNS|-16.92,145.77|2017-12-11T01:54:21Z|Cairns|Clouds|few clouds|+26.0|+26.0|+26.0|1013.0|74|4.1|150.0|1512914400|2172797|1900-01-01T00:00:00Z|0
ARM|-30.52,151.65|2017-12-10T15:54:36Z|Armidale|Clear|clear sky|+19.89|+19.89|+19.89|929.34|71|3.21|108.5|1512881648|2177671|1900-01-01T00:00:00Z|0
WGA|-35.12,147.37|2017-12-11T01:54:21Z|Wagga Wagga|Clear|clear sky|+19.0|+19.0|+19.0|1018.0|63|1.27|214.5|1512914400|2145110|1900-01-01T00:00:00Z|0
HBA|-42.88,147.33|2017-12-11T03:58:43Z|Hobart|Clouds|broken clouds|+13.38|+13.38|+13.38|1005.33|71|3.47|272.5|1512924824|2163355|1900-01-01T00:00:00Z|0
GEX|-38.15,144.36|2017-12-11T01:54:21Z|Geelong|Clear|clear sky|+15.65|+15.0|+16.0|1022.0|77|4.1|210.0|1512914400|2165798|1900-01-01T00:00:00Z|0
ECH|-36.13,144.75|2017-12-11T01:54:21Z|Echuca|Clear|clear sky|+16.12|+16.12|+16.12|1021.71|69|3.47|174.5|1512917656|2167817|1900-01-01T00:00:00Z|0
CBR|-35.28,149.13|2017-12-11T00:48:03Z|Canberra|Clear|clear sky|+17.0|+17.0|+17.0|1021.0|82|2.6|150.0|1512912600|2172517|1900-01-01T00:00:00Z|0
BHQ|-31.95,141.43|2017-12-11T03:58:43Z|Broken Hill|Clear|clear sky|+15.88|+15.88|+15.88|1001.27|66|3.42|167.0|1512925109|2173911|1900-01-01T00:00:00Z|0
MKY|-21.15,149.2|2017-12-10T14:59:49Z|Mackay|Clouds|scattered clouds|+29.0|+29.0|+29.0|1014.0|58|7.7|120.0|1512874800|2159220|1900-01-01T00:00:00Z|0
CES|-32.83,151.35|2017-12-10T14:59:49Z|Cessnock|Clear|clear sky|+25.0|+25.0|+25.0|1021.0|50|7.7|140.0|1512874800|2171845|1900-01-01T00:00:00Z|0
WYA|-33.03,137.58|2017-12-11T03:58:43Z|Whyalla|Clear|clear sky|+19.0|+19.0|+19.0|1019.0|82|4.6|200.0|1512921600|2058430|1900-01-01T00:00:00Z|0
BUY|-33.33,115.63|2017-12-10T15:54:36Z|Bunbury|Clouds|few clouds|+35.36|+35.36|+35.36|1015.02|29|3.46|299.5|1512881641|2075432|1900-01-01T00:00:00Z|0
ARM|-30.52,151.65|2017-12-10T19:35:44Z|Armidale|Clear|clear sky|+15.78|+15.78|+15.78|930.25|75|2.58|98.5|1512894818|2177671|1900-01-01T00:00:00Z|0
HBA|-42.88,147.33|2017-12-10T19:35:44Z|Hobart|Clear|clear sky|+21.0|+21.0|+21.0|1015.0|37|7.7|300.0|1512892800|2163355|1900-01-01T00:00:00Z|0
GFF|-34.28,146.03|2017-12-11T00:35:54Z|Griffith|Clear|clear sky|+17.22|+17.22|+17.22|1016.85|65|2.22|221.0|1512912928|2164422|1900-01-01T00:00:00Z|0
GFF|-34.28,146.03|2017-12-11T03:58:43Z|Griffith|Clear|clear sky|+15.01|+15.01|+15.01|1016.35|75|1.57|203.5|1512925083|2164422|1900-01-01T00:00:00Z|0
ECH|-36.13,144.75|2017-12-10T18:57:36Z|Echuca|Clear|clear sky|+25.06|+25.06|+25.06|1022.34|41|2.68|211.5|1512892400|2167817|1900-01-01T00:00:00Z|0
ROK|-23.38,150.5|2017-12-11T02:47:21Z|Rockhampton|Clouds|few clouds|+23.0|+23.0|+23.0|1015.0|83|3.6|120.0|1512918000|2151437|1900-01-01T00:00:00Z|0
HBA|-42.88,147.33|2017-12-11T00:35:54Z|Hobart|Clouds|broken clouds|+16.0|+16.0|+16.0|1017.0|55|4.6|330.0|1512910800|2163355|1900-01-01T00:00:00Z|0
TGN|-38.18,146.53|2017-12-10T15:54:36Z|Traralgon|Clear|clear sky|+22.11|+22.11|+22.11|1016.73|54|2.16|250.0|1512881656|2146108|1900-01-01T00:00:00Z|0
BXG|-36.77,144.28|2017-12-10T14:59:49Z|Bendigo|Clear|clear sky|+23.6|+23.6|+23.6|1015.26|73|3.12|245.0|1512877786|2176187|1900-01-01T00:00:00Z|0
BXG|-36.77,144.28|2017-12-11T02:47:21Z|Bendigo|Clear|clear sky|+15.49|+15.49|+15.49|1013.44|74|3.87|170.0|1512920730|2176187|1900-01-01T00:00:00Z|0
BUY|-33.33,115.63|2017-12-11T00:35:54Z|Bunbury|Clear|clear sky|+24.47|+24.47|+24.47|1014.33|44|6.57|164.5|1512912927|2075432|1900-01-01T00:00:00Z|0
ALH|-35.02,117.89|2017-12-11T01:54:21Z|Albany|Clouds|broken clouds|+19.49|+19.49|+19.49|1013.2|83|2.42|190.5|1512917646|2077963|1900-01-01T00:00:00Z|0
ONG|-38.22,145.03|2017-12-11T00:48:03Z|Mornington|Clear|clear sky|+16.04|+15.0|+17.0|1022.0|77|3.6|200.0|1512912600|2156878|1900-01-01T00:00:00Z|0
FOT|-32.17,152.52|2017-12-10T19:35:44Z|Forster|Clear|clear sky|+23.0|+23.0|+23.0|1020.0|60|4.1|120.0|1512892800|2166309|1900-01-01T00:00:00Z|0
BUY|-33.33,115.63|2017-12-11T03:58:43Z|Bunbury|Clouds|few clouds|+21.96|+21.96|+21.96|1013.59|53|4.82|147.0|1512925082|2075432|1900-01-01T00:00:00Z|0
TGN|-38.18,146.53|2017-12-11T01:54:21Z|Traralgon|Clear|clear sky|+11.97|+11.97|+11.97|1016.85|98|1.32|277.0|1512917647|2146108|1900-01-01T00:00:00Z|0
OOL|-28.0,153.43|2017-12-11T03:58:43Z|Gold Coast|Clouds|broken clouds|+21.0|+21.0|+21.0|1017.0|77|4.1|200.0|1512921600|2165087|1900-01-01T00:00:00Z|0
WOL|-34.43,150.88|2017-12-10T15:54:36Z|Wollongong|Clear|clear sky|+25.42|+25.0|+26.0|1020.0|44|9.3|70.0|1512880200|2171507|1900-01-01T00:00:00Z|0
WMB|-38.38,142.48|2017-12-11T00:48:03Z|Warrnambool|Clear|clear sky|+14.47|+14.47|+14.47|1033.71|96|2.97|240.5|1512913676|2144528|1900-01-01T00:00:00Z|0
MQL|-34.2,142.15|2017-12-10T18:57:36Z|Mildura|Clear|clear sky|+24.43|+24.43|+24.43|1026.55|50|2.58|218.0|1512892387|2157698|1900-01-01T00:00:00Z|0
SHQ|-27.97,153.4|2017-12-11T01:54:21Z|Southport|Clouds|scattered clouds|+21.0|+21.0|+21.0|1018.0|77|3.6|190.0|1512914400|2148928|1900-01-01T00:00:00Z|0
GUL|-34.75,149.72|2017-12-11T00:48:03Z|Goulburn|Clear|clear sky|+13.77|+13.77|+13.77|971.13|82|0.67|54.0|1512913663|2164837|1900-01-01T00:00:00Z|0
OOL|-28.0,153.43|2017-12-10T15:54:36Z|Gold Coast|Clouds|scattered clouds|+27.0|+27.0|+27.0|1018.0|57|8.7|150.0|1512878400|2165087|1900-01-01T00:00:00Z|0
DRW|-12.46,130.84|2017-12-11T00:35:54Z|Darwin|Clear|clear sky|+30.0|+30.0|+30.0|1010.0|74|3.6|330.0|1512910800|2073124|1900-01-01T00:00:00Z|0
CNS|-16.92,145.77|2017-12-11T03:58:43Z|Cairns|Clouds|few clouds|+26.0|+26.0|+26.0|1011.0|74|5.1|170.0|1512921600|2172797|1900-01-01T00:00:00Z|0
FOT|-32.17,152.52|2017-12-11T02:47:21Z|Forster|Clear|clear sky|+14.0|+14.0|+14.0|1019.0|100|1.42|40.0|1512918000|2166309|1900-01-01T00:00:00Z|0
TWB|-27.55,151.97|2017-12-11T00:48:03Z|Toowoomba|Clouds|few clouds|+19.0|+19.0|+19.0|1020.0|77|5.1|90.0|1512910800|2146268|1900-01-01T00:00:00Z|0
TMW|-31.1,150.93|2017-12-10T19:35:44Z|Tamworth|Clear|clear sky|+29.0|+29.0|+29.0|1017.0|25|3.6|100.0|1512892800|2147497|1900-01-01T00:00:00Z|0
GLT|-23.85,151.25|2017-12-11T01:54:21Z|Gladstone|Clouds|few clouds|+21.44|+21.44|+21.44|1014.74|86|4.92|131.0|1512917643|2165478|1900-01-01T00:00:00Z|0
ARM|-30.52,151.65|2017-12-11T00:48:03Z|Armidale|Clear|clear sky|+8.02|+8.02|+8.02|928.98|92|1.22|110.5|1512913662|2177671|1900-01-01T00:00:00Z|0
WMB|-38.38,142.48|2017-12-10T18:57:36Z|Warrnambool|Clear|clear sky|+16.68|+16.68|+16.68|1035.15|87|4.08|230.0|1512892399|2144528|1900-01-01T00:00:00Z|0
SHQ|-27.97,153.4|2017-12-10T18:57:36Z|Southport|Clouds|scattered clouds|+24.0|+24.0|+24.0|1017.0|64|8.2|150.0|1512889200|2148928|1900-01-01T00:00:00Z|0
ROK|-23.38,150.5|2017-12-10T14:59:49Z|Rockhampton|Clouds|scattered clouds|+30.0|+30.0|+30.0|1014.0|51|4.6|90.0|1512874800|2151437|1900-01-01T00:00:00Z|0
SHQ|-27.97,153.4|2017-12-11T03:58:43Z|Southport|Clouds|broken clouds|+21.0|+21.0|+21.0|1017.0|77|4.1|200.0|1512921600|2148928|1900-01-01T00:00:00Z|0
MQL|-34.2,142.15|2017-12-10T15:54:36Z|Mildura|Clear|clear sky|+26.39|+26.39|+26.39|1026.78|57|3.41|218.5|1512881651|2157698|1900-01-01T00:00:00Z|0
LSY|-28.81,153.28|2017-12-11T01:54:21Z|Lismore|Rain|light rain|+18.74|+18.74|+18.74|1006.63|84|1.67|175.0|1512917389|2160063|1900-01-01T00:00:00Z|0
SHT|-36.38,145.4|2017-12-11T00:48:03Z|Shepparton|Clouds|few clouds|+16.39|+16.39|+16.39|1016.36|65|4.47|177.0|1512913663|2149645|1900-01-01T00:00:00Z|0
GEX|-38.15,144.36|2017-12-11T00:48:03Z|Geelong|Clear|clear sky|+16.04|+15.0|+17.0|1022.0|77|3.6|200.0|1512912600|2165798|1900-01-01T00:00:00Z|0
DBO|-32.25,148.62|2017-12-10T18:57:36Z|Dubbo|Clear|clear sky|+30.0|+30.0|+30.0|1017.0|22|4.6|130.0|1512889200|2168305|1900-01-01T00:00:00Z|0
ALH|-35.02,117.89|2017-12-11T00:48:03Z|Albany|Clouds|broken clouds|+19.49|+19.49|+19.49|1013.2|83|2.42|190.5|1512913669|2077963|1900-01-01T00:00:00Z|0
LST|-41.45,147.17|2017-12-11T02:47:21Z|Launceston|Clouds|few clouds|+11.0|+11.0|+11.0|1017.0|81|3.6|320.0|1512918000|2160517|1900-01-01T00:00:00Z|0
WOL|-34.43,150.88|2017-12-10T14:59:49Z|Wollongong|Clear|clear sky|+25.49|+25.0|+26.0|1021.0|54|8.7|60.0|1512874800|2171507|1900-01-01T00:00:00Z|0
TRO|-31.9,152.47|2017-12-10T19:35:44Z|Taree|Clear|clear sky|+23.0|+23.0|+23.0|1020.0|60|4.1|120.0|1512892800|2147381|1900-01-01T00:00:00Z|0
SHT|-36.38,145.4|2017-12-11T00:35:54Z|Shepparton|Clouds|few clouds|+16.39|+16.39|+16.39|1016.36|65|4.47|177.0|1512912935|2149645|1900-01-01T00:00:00Z|0
MEL|-37.81,144.96|2017-12-11T04:10:51Z|Melbourne|Clouds|broken clouds|+15.04|+14.0|+16.0|1021.0|82|2.1|210.0|1512923400|2158177|1900-01-01T00:00:00Z|0
MEL|-37.81,144.96|2017-12-11T03:58:43Z|Melbourne|Clouds|broken clouds|+15.03|+14.0|+16.0|1021.0|82|2.1|210.0|1512923400|2158177|2017-12-11T04:18:29Z|1
MEL|-37.81,144.96|2017-12-11T04:18:29Z|Melbourne|Clouds|broken clouds|+15.04|+14.0|+16.0|1021.0|82|2.1|210.0|1512923400|2158177|1900-01-01T00:00:00Z|0
PER|-31.93,115.83|2017-12-11T02:47:21Z|Perth|Clear|clear sky|+23.33|+23.0|+24.0|1011.0|60|2.6|190.0|1512918000|2063523|1900-01-01T00:00:00Z|0
NTL|-32.93,151.78|2017-12-10T14:59:49Z|Newcastle|Clear|clear sky|+25.0|+25.0|+25.0|1021.0|50|7.7|140.0|1512874800|2155472|1900-01-01T00:00:00Z|0
MEL|-37.81,144.96|2017-12-10T14:59:49Z|Melbourne|Clear|clear sky|+22.01|+21.0|+23.0|1021.0|52|5.7|190.0|1512874800|2158177|1900-01-01T00:00:00Z|0
MKY|-21.15,149.2|2017-12-10T15:54:36Z|Mackay|Clear|clear sky|+29.0|+29.0|+29.0|1013.0|62|8.2|120.0|1512878400|2159220|1900-01-01T00:00:00Z|0
BHQ|-31.95,141.43|2017-12-10T15:54:36Z|Broken Hill|Clear|clear sky|+28.91|+28.91|+28.91|1002.05|35|5.21|153.0|1512881666|2173911|1900-01-01T00:00:00Z|0
BUY|-33.33,115.63|2017-12-11T02:47:21Z|Bunbury|Clear|clear sky|+24.47|+24.47|+24.47|1014.33|44|6.57|164.5|1512920812|2075432|1900-01-01T00:00:00Z|0
ARM|-30.52,151.65|2017-12-11T00:35:54Z|Armidale|Clear|clear sky|+8.02|+8.02|+8.02|928.98|92|1.22|110.5|1512912934|2177671|1900-01-01T00:00:00Z|0
WYA|-33.03,137.58|2017-12-10T15:54:36Z|Whyalla|Clear|clear sky|+29.0|+29.0|+29.0|1020.0|32|5.7|110.0|1512878400|2058430|1900-01-01T00:00:00Z|0
TWB|-27.55,151.97|2017-12-11T00:35:54Z|Toowoomba|Clouds|few clouds|+20.0|+20.0|+20.0|1020.0|72|6.2|90.0|1512907200|2146268|1900-01-01T00:00:00Z|0
NOA|-34.88,150.6|2017-12-11T02:47:21Z|Nowra|Clear|clear sky|+16.0|+16.0|+16.0|1019.0|87|2.1|260.0|1512918000|2154787|1900-01-01T00:00:00Z|0
MQL|-34.2,142.15|2017-12-11T04:10:51Z|Mildura|Clear|clear sky|+14.46|+14.46|+14.46|1025.27|70|1.57|211.5|1512925821|2157698|1900-01-01T00:00:00Z|0
GLT|-23.85,151.25|2017-12-11T00:48:03Z|Gladstone|Clouds|few clouds|+21.44|+21.44|+21.44|1014.74|86|4.92|131.0|1512913665|2165478|1900-01-01T00:00:00Z|0
CUD|-26.8,153.13|2017-12-11T00:35:54Z|Caloundra|Clouds|scattered clouds|+21.0|+21.0|+21.0|1019.0|77|3.1|190.0|1512910800|2172710|1900-01-01T00:00:00Z|0
SYD|-33.87,151.21|2017-12-10T19:35:44Z|Sydney|Clear|clear sky|+25.1|+24.0|+26.0|1019.0|57|9.3|50.0|1512892800|2147714|1900-01-01T00:00:00Z|0
MBH|-25.53,152.7|2017-12-11T04:10:51Z|Maryborough|Rain|light rain|+19.83|+19.83|+19.83|1009.14|87|1.62|144.0|1512925831|2158562|1900-01-01T00:00:00Z|0
GFF|-34.28,146.03|2017-12-10T14:59:49Z|Griffith|Clear|clear sky|+27.68|+27.68|+27.68|1019.31|55|2.82|243.0|1512877828|2164422|1900-01-01T00:00:00Z|0
FOT|-32.17,152.52|2017-12-11T01:54:21Z|Forster|Clear|clear sky|+15.0|+15.0|+15.0|1020.0|93|1.42|40.0|1512914400|2166309|1900-01-01T00:00:00Z|0
PER|-31.93,115.83|2017-12-11T01:54:21Z|Perth|Clear|clear sky|+24.65|+24.0|+26.0|1011.0|50|4.1|210.0|1512914400|2063523|1900-01-01T00:00:00Z|0
PQQ|-31.43,152.92|2017-12-10T14:59:49Z|Port Macquarie|Clear|clear sky|+25.0|+25.0|+25.0|1021.0|50|5.1|120.0|1512874800|2152659|1900-01-01T00:00:00Z|0
MGB|-37.83,140.77|2017-12-11T00:35:54Z|Mount Gambier|Clear|clear sky|+11.22|+11.22|+11.22|1027.79|92|1.17|210.0|1512912950|2156643|1900-01-01T00:00:00Z|0
GUL|-34.75,149.72|2017-12-11T04:10:51Z|Goulburn|Clear|clear sky|+12.01|+12.01|+12.01|970.79|84|0.72|335.0|1512925820|2164837|1900-01-01T00:00:00Z|0
ECH|-36.13,144.75|2017-12-11T03:58:43Z|Echuca|Clear|clear sky|+14.21|+14.21|+14.21|1021.54|78|3.02|172.0|1512925107|2167817|1900-01-01T00:00:00Z|0
ADL|-34.93,138.6|2017-12-11T03:58:43Z|Adelaide|Clear|clear sky|+15.0|+15.0|+15.0|1020.0|77|2.1|230.0|1512923400|2078025|1900-01-01T00:00:00Z|0
WMB|-38.38,142.48|2017-12-11T01:54:21Z|Warrnambool|Clear|clear sky|+14.47|+14.47|+14.47|1033.71|96|2.97|240.5|1512917654|2144528|1900-01-01T00:00:00Z|0
DPO|-41.17,146.35|2017-12-11T00:35:54Z|Devonport|Clouds|few clouds|+10.37|+10.37|+10.37|993.58|84|2.67|258.0|1512912930|2168943|1900-01-01T00:00:00Z|0
CUD|-26.8,153.13|2017-12-10T19:35:44Z|Caloundra|Clouds|broken clouds|+24.0|+24.0|+24.0|1017.0|60|6.2|130.0|1512892800|2172710|1900-01-01T00:00:00Z|0
RBU|-20.78,117.13|2017-12-10T15:54:36Z|Roebourne|Clear|clear sky|+36.31|+36.31|+36.31|1009.43|28|4.36|326.0|1512881659|2062276|1900-01-01T00:00:00Z|0
LSY|-28.81,153.28|2017-12-10T15:54:36Z|Lismore|Clouds|overcast clouds|+21.81|+21.81|+21.81|1006.92|76|3.36|152.0|1512881653|2160063|1900-01-01T00:00:00Z|0
HBA|-42.88,147.33|2017-12-11T04:10:51Z|Hobart|Clouds|broken clouds|+13.38|+13.38|+13.38|1005.33|71|3.47|272.5|1512925721|2163355|1900-01-01T00:00:00Z|0
DPO|-41.17,146.35|2017-12-10T14:59:49Z|Devonport|Clear|clear sky|+20.83|+20.83|+20.83|993.7|60|5.82|262.5|1512877830|2168943|1900-01-01T00:00:00Z|0
BXG|-36.77,144.28|2017-12-11T00:35:54Z|Bendigo|Clear|clear sky|+15.49|+15.49|+15.49|1013.44|74|3.87|170.0|1512912929|2176187|1900-01-01T00:00:00Z|0
ADL|-34.93,138.6|2017-12-11T01:54:21Z|Adelaide|Clear|clear sky|+16.0|+16.0|+16.0|1021.0|72|4.6|140.0|1512914400|2078025|1900-01-01T00:00:00Z|0
SYD|-33.87,151.21|2017-12-10T14:59:49Z|Sydney|Clear|clear sky|+27.12|+26.0|+28.0|1021.0|54|8.7|60.0|1512874800|2147714|1900-01-01T00:00:00Z|0
